person_name,wiki_link,company
Kewsong Lee,https://en.wikipedia.org/wiki/Kewsong_Lee,McKinsey & Company
Mark Leiter (businessman),https://en.wikipedia.org/wiki/Mark_Leiter_(businessman),McKinsey & Company
Tom Leppert,https://en.wikipedia.org/wiki/Tom_Leppert,McKinsey & Company
Jeremy Liew,https://en.wikipedia.org/wiki/Jeremy_Liew,McKinsey & Company
Jeff Luhnow,https://en.wikipedia.org/wiki/Jeff_Luhnow,McKinsey & Company
Helge Lund,https://en.wikipedia.org/wiki/Helge_Lund,McKinsey & Company
John D. Macomber,https://en.wikipedia.org/wiki/John_D._Macomber,McKinsey & Company
Áslaug Magnúsdóttir,https://en.wikipedia.org/wiki/%C3%81slaug_Magn%C3%BAsd%C3%B3ttir,McKinsey & Company
Fred Malek,https://en.wikipedia.org/wiki/Fred_Malek,McKinsey & Company
John C. Malone,https://en.wikipedia.org/wiki/John_C._Malone,McKinsey & Company
James Manyika,https://en.wikipedia.org/wiki/James_Manyika,McKinsey & Company
Jim Manzi,https://en.wikipedia.org/wiki/Jim_Manzi,McKinsey & Company
Jack Markell,https://en.wikipedia.org/wiki/Jack_Markell,McKinsey & Company
Gerrit Marx,https://en.wikipedia.org/wiki/Gerrit_Marx,McKinsey & Company
David McCormick,https://en.wikipedia.org/wiki/David_McCormick,McKinsey & Company
Alonzo L. McDonald,https://en.wikipedia.org/wiki/Alonzo_L._McDonald,McKinsey & Company
James O. McKinsey,https://en.wikipedia.org/wiki/James_O._McKinsey,McKinsey & Company
James McNerney,https://en.wikipedia.org/wiki/James_McNerney,McKinsey & Company
Kip Meek,https://en.wikipedia.org/wiki/Kip_Meek,McKinsey & Company
Karen Mills,https://en.wikipedia.org/wiki/Karen_Mills,McKinsey & Company
Kathryn Minshew,https://en.wikipedia.org/wiki/Kathryn_Minshew,McKinsey & Company
Kyriakos Mitsotakis,https://en.wikipedia.org/wiki/Kyriakos_Mitsotakis,McKinsey & Company
Ajit Mohan,https://en.wikipedia.org/wiki/Ajit_Mohan,McKinsey & Company
Toshimitsu Motegi,https://en.wikipedia.org/wiki/Toshimitsu_Motegi,McKinsey & Company
Deanna M. Mulligan,https://en.wikipedia.org/wiki/Deanna_M._Mulligan,McKinsey & Company
Sarah Munby,https://en.wikipedia.org/wiki/Sarah_Munby,McKinsey & Company
Arthur Mutambara,https://en.wikipedia.org/wiki/Arthur_Mutambara,McKinsey & Company
Lavanya Nalli,https://en.wikipedia.org/wiki/Lavanya_Nalli,McKinsey & Company
Tomoko Namba,https://en.wikipedia.org/wiki/Tomoko_Namba,McKinsey & Company
Laxman Narasimhan,https://en.wikipedia.org/wiki/Laxman_Narasimhan,McKinsey & Company
Meghana Narayan,https://en.wikipedia.org/wiki/Meghana_Narayan,McKinsey & Company
Ian Narev,https://en.wikipedia.org/wiki/Ian_Narev,McKinsey & Company
Dina Nayeri,https://en.wikipedia.org/wiki/Dina_Nayeri,McKinsey & Company
Naheed Nenshi,https://en.wikipedia.org/wiki/Naheed_Nenshi,McKinsey & Company
Thanh Nghiem,https://en.wikipedia.org/wiki/Thanh_Nghiem,McKinsey & Company
Roberto Nicastro,https://en.wikipedia.org/wiki/Roberto_Nicastro,McKinsey & Company
Nicholas Ma,https://en.wikipedia.org/wiki/Nicholas_Ma,McKinsey & Company
Charlie Nunn,https://en.wikipedia.org/wiki/Charlie_Nunn,McKinsey & Company
Kenichi Ohmae,https://en.wikipedia.org/wiki/Kenichi_Ohmae,McKinsey & Company
Greg Orman,https://en.wikipedia.org/wiki/Greg_Orman,McKinsey & Company
Peter R. Orszag,https://en.wikipedia.org/wiki/Peter_R._Orszag,McKinsey & Company
Svein Harald Øygard,https://en.wikipedia.org/wiki/Svein_Harald_%C3%98ygard,McKinsey & Company
David Palecek,https://en.wikipedia.org/wiki/David_Palecek,McKinsey & Company
Helmut Panke,https://en.wikipedia.org/wiki/Helmut_Panke,McKinsey & Company
Roger Parry,https://en.wikipedia.org/wiki/Roger_Parry,McKinsey & Company
Corrado Passera,https://en.wikipedia.org/wiki/Corrado_Passera,McKinsey & Company
Prashant Pathak,https://en.wikipedia.org/wiki/Prashant_Pathak,McKinsey & Company
Michael Patsalos-Fox,https://en.wikipedia.org/wiki/Michael_Patsalos-Fox,McKinsey & Company
J. Michael Pearson,https://en.wikipedia.org/wiki/J._Michael_Pearson,McKinsey & Company
John Penrose,https://en.wikipedia.org/wiki/John_Penrose,McKinsey & Company
Edgar Perez,https://en.wikipedia.org/wiki/Edgar_Perez,McKinsey & Company
Tom Peters,https://en.wikipedia.org/wiki/Tom_Peters,McKinsey & Company
Chris Philp,https://en.wikipedia.org/wiki/Chris_Philp,McKinsey & Company
Sundar Pichai,https://en.wikipedia.org/wiki/Sundar_Pichai,McKinsey & Company
Patrick Pichette,https://en.wikipedia.org/wiki/Patrick_Pichette,McKinsey & Company
Alejandro Plaz,https://en.wikipedia.org/wiki/Alejandro_Plaz,McKinsey & Company
Joris Poort,https://en.wikipedia.org/wiki/Joris_Poort,McKinsey & Company
